v2paid,country_text_id,v2paenname,v2paorname,v2pashname,aliases,year,v2pariglef,v2pariglef_ord,v2xpa_antiplural,v2xpa_popul
5692,MDG,Popular Impulse for National Unity,,Vonjy,Popular Impulse for National Unity | VONJY | Vonjy | �lan populaire pour l'Unit_ Nationale,1989,-0.689,2.0,0.919,0.393
5838,MDG,Party for Proletarian Power / Movement for the Progress of Madagascar,,MFM/MPP,MFM | MFM/MPP | Movement for Proletarian Power | Movement for the Progress of Madagascar | PMDM/MFM | Party for Proletarian Power / Movement for the Progress of Madagascar,1989,-2.176,1.0,0.913,0.908
5869,MDG,National Union for Democracy and Development,,UNDD,Démocratie | National Union for Democracy and Development | National Union for Development and Democracy | UNDD,1993,0.585,4.0,0.461,0.323
6086,MDG,Rally for Socialism and Democracy,,RPSD,RPSD | Rally for Socialism and Democracy,1998,-0.434,2.0,0.714,0.339
6225,MDG,Association of United Malagasys,,FAMIMA,AUM | Association of United Malagasys | FAMIMA | Famima,1993,0.244,3.0,0.53,0.351
6226,MDG,Fihaonana Party,Confederation of Civil Societies for Development (CSCD),FP,CSCD | Confederation of Civil Societies for Development | FP | Fihaonana | Fihaonana Party,1993,1.124,4.0,0.577,0.344
6227,MDG,Political-based groups working together,,VPM-MMM,Political-based groups working together | VPM MMM | VPM-MMM | VPMMMM | Vondrona Politika Miara dia Malagasy Miara Miainga | Vondrona Politika Miara-Dia�Malagy Miara-Miainga,2019,0.846,4.0,0.507,0.193
6598,MDG,Militant Party for the Development of Madagascar,,PMDM,MPP | Militant Party for the Development of Madagascar | PMDM | Parti Militant pour le Développement de Madagascar,1993,-1.625,1.0,0.681,0.464
8069,MDG,With President Andry Rajoelina,,MAPAR / IRD,MAPAR | MAPAR / IRD | MAPARIRD | Miaraka amin'i Prezida Andry Rajoelina | With President Andry Rajoelina,2019,0.684,4.0,0.572,0.129
93555,MDG,alliance: National Union (FP),,National Uni...,,2002,1.213,4.0,0.582,0.33
5327,MDV,Maldivian People’s Party,,DRP,DRP | Dhivehi Rayyithunge Party | Maldivian People's Party | Maldivian People’s Party | Maldivian People�s Party | ދިވެހި ރައްޔިތުންގެ ޕާޓީ,2009,1.028,4.0,0.756,0.399
5329,MDV,Maldivian Democratic Party,,MDP,MDP | Maldivian Democratic Party | ދިވެހިރައްޔިތުންގެ ޑިމޮކްރެޓިކް ޕާޓީ,2019,0.993,4.0,0.553,0.397
5680,MDV,Republican Party,,JP,JP | Jumhooree Party | Republican Party | ޖުމްހޫރީ ޕާޓީ,2019,0.965,4.0,0.549,0.338
5682,MDV,Progressive Party of Maldives,,PPM,PPM | Progressive Party of Maldives | ޕްރޮގްރެސިވް ޕާރޓީ އޮފް މޯލްޑިވްސް,2014,2.133,5.0,0.659,0.402
5684,MDV,People's Alliance,,PA,PA | People's Alliance,2009,2.118,5.0,0.755,0.342
5685,MDV,Maldives Development Alliance,,MDA,MDA | Maldives Development Alliance | މޯލްޑިވްސް ޑިވެލޮޕްމަންޓް އެލަޔަންސް,2014,0.995,4.0,0.561,0.401
93556,MDV,alliance: PPM - PNC,,PPM - PNC,,2019,2.207,5.0,0.548,0.395
216,MEX,Party of the Democratic Revolution,,PRD,Democratic Revolution | Democratic Revolution Party | Democratic Revolutionary Party | NA | PRD | Partido Revolutionario Democratico | Partido de la Revolucion Democrática | Partido de la Revolución Democrática | Partido de la Revolución Demócrata | Partido de la Revolución Demócratica | Party of the Democratic Revolution | de la Revolución Democrática,2018,-0.99,2.0,0.218,0.552
446,MEX,Ecologist Green Party of Mexico,,PVEM,Ecological Green Party of Mexico | Ecologist Green Party of Mexico | Green Ecologist Party of Mexico | Mexican Green Ecological Party | Mexican Green Ecologist Party | NA | PVE | PVEM | Partido Verde Ecologista de México | The Ecologist Green Party of Mexico,2018,1.265,4.0,0.408,0.062
696,MEX,National Action Party,,PAN,Acción Nacional | Alliance for Change | Allianza por el cambio | NA | National Action Party | PAN | Partido Accion Nacional | Partido Acción Nacional,2018,1.97,5.0,0.139,0.159
1241,MEX,Labor Party,,PT,Labor Party | Labor Party of Mexico | Labour Party | PDT | PT | Partido de Trabajo | Partido del Trabajo | de Trabajo,2018,-2.507,1.0,0.609,0.655
1331,MEX,Convergence / Citizens' Movement,,C/MC,C/MC | CD | Citizen's Movement | Citizens' Movement | Convergence | Convergence / Citizens' Movement | Convergence for Democracy | Convergencia | Convergencia / Movimiento Ciudadano | Convergencia por la Democracia | MC | Movimento Ciudadano | Movimiento Ciudadano | Partido Convergencia,2018,-0.828,2.0,0.184,0.434
1474,MEX,Institutional Revolutionary Party,,PRI,Institutional Revolutionary Pa | Institutional Revolutionary Party | NA | National Revolutionary Party | PNR | PRI | PRM | Partido Revolucionario Institucional | Partido Revolucionario Institucional - Institutional Revolutionary Party | Partido Revolutionario Institucional | Partido de la Revolución Institucional | Partido de la Revolución Mexicana | Party of the Mexican Revolution | Revolucionario Institucional,2018,0.949,4.0,0.474,0.138
1981,MEX,Mexican Communist Party,,PCM,Communist | Mexican Communist Party | PCM | Partido Comunista Mexicano,1979,-3.104,1.0,0.529,0.79
1983,MEX,National Democratic Front,,FDN,FDN | Frente Democrático Nacional | National Democratic Front,1988,-1.719,1.0,0.353,0.677
6110,MEX,National Regeneration Movement,,MORENA,AMLO | MORENA | Movimiento Regeneracion Nacional | Movimiento Regeneración Nacional | National Regeneration Movement | National Regenereation Movement,2018,-1.698,1.0,0.7,0.98
6113,MEX,Social Encounter Party,,PES,ES | PES | Partido Encuentro Social | Social Encounter Party | Social Gathering Party,2018,0.869,4.0,0.29,0.275
171,MKD,Liberal Democratic Party,,LDP,LD | LDP | Liberal Democratic Party | Liberal-Democratic Party | Liberalno Demokratska Partija | Liberalno demokratska partija | NA | The Liberal Party | Либерално-Демократска Партија,2002,0.169,3.0,0.135,0.159
354,MKD,Democratic Alternative,"Macedonian: Демократска алтернатива, ДА",DA,DA | DP | Democratic Alternative | Demokratska Alternativa | Demokratska Partija | Demokratska alternativa | NA | Демократска алтернатива,1998,0.168,3.0,0.139,0.254
431,MKD,Democratic Party of Albanians,Albanian: Partia Demokratike Shqiptare; Macedonian: Демократска партија на Албанците,DPA,DPA | DPA/PDSH | DPA/PDSh | Democratic Party for Albanians | Democratic Party of Albanians | Democratic Party of Albanians in Macedonia | Democratic Party of the Albanians | Demokratska Partija na Albancite | Demokratska partija na Albancite | Demokratska partija na Albancite (DPA) | Demokratska partija na Albancite/Partia Demokratike Shqiptare | Demokratska unija na Albancite | NA | PDSH | Partia Demokratika Shqiptare | Partia Demokratike Shqiptare / Demokratska Partija na Albancite | The Democratic Party of Albanians | Демократска Партија на Албанците,2014,0.982,4.0,0.252,0.223
1033,MKD,Party for Democratic Prosperity,Albanian: Partia për prosperitet demokratik; Macedonian: Партија за демократски просперитет,PDP,Democratic Prosperity | NA | PDP | PDP-DPA | PDPM/PDP | PDPSM | Partija za Demokratski Prosperitet | Partija za Demokratski Prosperitet vo Makedonija/Partisë Demokratike Popullore | Partija za demokratski prosperitet | Party for Democratic Prosperity | Партија за демократски просперитет,1998,0.181,3.0,0.138,0.213
1220,MKD,Democratic Union for Integrations,Albanian: Bashkimi Demokratik për Integrim; Macedonian: Демократска унија за интеграција,DUI,BDI | Bashkimi Demokratik për Integrim / Demokratska Unija za Integracija | DUI | DUI/BDI | Democratic Union for Integration | Democratic Union for Integrations | Demokratska unija za integracija | Demokratska unija za integracija (DUI) | Demokratska unija za integracija/Bashkimi Demokratik për Integrim | The Democratic Union for Integration | Демократска унија за интеграција,2016,0.208,3.0,0.281,0.179
1508,MKD,Social Democratic Union of Macedonia,Macedonian: Социјалдемократски сојуз на Македонија,SDSM,NA | SDSM | Social Democratic League | Social Democratic Party of Macedonia | Social Democratic Union coalition | Social Democratic Union of Macedonia | Social-Democratic League of Macedonia | Socijaldemokratski Sojuz na Makedonija | Socijaldemokratski sojuz na Makedonija | Socijaldemokratski sojuz na Makedonija (SDSM) | Sonce | Together for Macedonia | ZMZ | Социјалдемократски сојуз на Македонија,2014,-1.029,2.0,0.342,0.18
1674,MKD,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity,Macedonian: Внатрешна македонска револуционерна организација – Демократска партија за македонско национално единство,VMRO-DPMNE,Democratic Party for Macedonia | Democratic Party for Macedonian National Unity | IMRO — Democratic Party for Macedonian National Unity | Internal Macedonian Revolutionary Organization | NA | VMRO | VMRO -- DPMNE | VMRO — DPMNE | VMRO — Demokratska partija za makedonsko nacionalno edinstvo | VMRO-DP | VMRO-DPM | VMRO-DPMNE | VMRO-DPMNE-LPM | VMRO-Democratic Party for Macedonian National Unity | VMRO-Makedonska | VMRO-NP | VMRO/DPMNE | Vnatrena Makedonska Revolucionerna Organizacija | Vnatreška Makedonska Revolucionerna Organizacija – Demokratska Partija | Vnatreška Makedonska Revolucionerna Organizacija–Makedonska | Vnatrešna makedonska revolucionerna organizacija - Demokratska partija za maked,2016,1.65,4.0,0.796,0.189
2447,MKD,New Social Democratic Party,Macedonian: Нова социјалдемократска Партија,NSDP,NA | NSDP | New Social Democratic Party | Nova Socijaldemokratska Partija | Nova socijaldemokratska Partija | Nova socijaldemokratska partija | Socialistic Party | Нова социјалдемократска Партија,2006,-0.981,2.0,0.099,0.191
2448,MKD,Union of Macedonia,,SM,SM | Sojuz na Makedonija | Union of Macedonia,1994,-1.247,2.0,0.576,0.194
4258,MKD,VMRO-People’s Party,Macedonian: ВMPO -Народна Партија,VMRO-NP,IMRO — People’s Party | Internal Macedonian Revolutionary Organization – People's Party | Internal Macedonian Revolutionary Organization–People's Party | VMRO — NP | VMRO — Narodna Partija | VMRO-NP | VMRO-People’s Party | Vnatrešna Makedonska Revolucionerna Organizacija - Narodna Partija | Vnatrešna makedonska revolucionerna organizacija - Narodna partija (VMRO-NP) | ВМРО - Народна Партија,2006,1.609,4.0,0.418,0.251
5585,MKD,Besa Movement,Albanian: Lëvizja Besa; Macedonian: Движење Беса,BESA,BESA | Besa Movement | Dviženje BESA/Lëvizja BESA | Dviženje Besa | Lëvizja Besa,2016,1.257,4.0,0.152,0.298
6395,MKD,Democratic Party,"Macedonian: Демократска партија, Demokratska Partija",DP,DP | Democratic Party,1994,0.475,3.0,0.182,0.22
93554,MKD,alliance: Social Democratic Union coalition,,Social Democ...,,2016,-1.233,2.0,0.277,0.345
2319,MLI,Rally for Mali,,RPM,MRP | NA | RM | RPM | Rally for Mali | Rassemblement pour le Mali,2013,0.199,3.0,0.184,0.519
2475,MLI,Sudanese Union – African Democratic Rally,,US-RDA,Soudanaise Union | Sudanese Union _ African Democratic Rally | Sudanese Union – African Democratic Rally | Sudanese Union-African Democratic Rally | The Sudanese Union-African Democratic Rally | US-RDA | US/RDA | USRDA | Union Soudanais/Rassemblement Démocratique Africain | Union Soudanaise – Rassemblement Démocratique Africain | Union Soudanaise-Rassemblement Démocratique Africain,1992,-1.315,2.0,0.063,0.601
2476,MLI,Union for the Republic and Democracy,,URD,Alliance for the Republic and Democracy | NA | UPRD | URD | Union for the Republic and Democracy | Union pour la République et la Démocratie,2013,-1.588,2.0,0.09,0.493
2477,MLI,"The Alliance for Democracy in Mali – Pan-African Party for Liberty, Solidarity and Justice",,ADEMA-PASJ,ADEMA | ADEMA - PASJ | ADEMA — PASJ | ADEMA-PASJ | ADEMA/ PASJ | ADEMAPASJ | ADM | Adema | Adema/PASJ | Alliance for Democracy in Mali | NA,2013,-0.83,2.0,0.126,0.351
2478,MLI,National Congress for Democratic Initiative,,CNID,CNID | Congress for Democratic Initiative | Congrès National d'Initiative Démocratique | Congrès national d'initiative démocratique | Congrès national d’initiative démocratique | National Congress for Democratic Initiative | The National Congress for Democratic Initiative,2002,-0.822,2.0,0.109,0.556
5374,MLI,Democratic Union of the Malian People,,UDPM,Democratic Union of the Malian People | Malian People's Democratic Union | UDPM | Union Démocratique du Peuple Malien | Union démocratique du peuple malien,1988,0.973,4.0,0.977,0.227
6084,MLI,Party for National Rebirth,,PARENA,Le Parti pour la renaissance nationale | PARENA | Party for National Rebirth | Party for National Renewal,1997,-0.846,2.0,0.092,0.559
6085,MLI,Patriotic Movement for Renewal,,MPR,MPR | Mouvement Patriotique pour le Renouveau | Patriotic Movement for Renewal,2007,0.575,4.0,0.148,0.48
6343,MLI,Popular Movement for the Development of the Republic of West Africa,,PMD,MDOWA | MPD | PMD | Popular Movement for the Development of the Republic of West Africa,1992,-1.539,2.0,0.175,0.559
8028,MLI,Party for Democracy and Progress,,PDP,PDP | Parti pour la Démocratie et le Progrès | Party for Democracy and Progress,1992,0.224,3.0,0.087,0.494
699,MLT,Nationalist Party,,PN,NP | Nationalist | Nationalist Party | PN | Partit Nazzjonalista | Partit Nazzjonalista Malti,2013,0.132,3.0,0.259,0.483
808,MLT,Malta Labour Party,,MLP,LAB | Labour | Labour Party | MLP | MLP/PL | Malta Labor Party | Malta Labour Party | Maltese Labour Party | PL | Partit Laburista,2013,0.61,4.0,0.349,0.811
5796,MMR,Burma Socialist Programme Party,Burmese: မြန်မာ့ဆိုရှယ်လစ်လမ်းစဉ်ပါတီ,BSPP,BSPP | BSPP/English | Burma Socialist Program Party | Burma Socialist Programme Party | PSPB | မြန်မာ့ဆိုရှယ်လစ်လမ်းစဉ်ပါတီ,1985,-2.771,1.0,0.998,0.197
5818,MMR,Union Solidarity and Development Party,,USDP,UDP | USDP | Union Solidarity and Development Party,2015,1.645,4.0,0.933,0.362
5972,MMR,United Democratic Front,Burmese: အမျိုးသားဒီမိုကရေစီအင်အားစု,NDF,NDF | NDPD | National Democratic Force | United Democratic Front,2010,-0.734,2.0,0.307,0.621
5973,MMR,National League for Democracy,Burmese: အမျိုးသား ဒီမိုကရေစီ အဖွဲ့ချုပ်,NLD,NLD | National League for Democracy | အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်,2015,-0.479,2.0,0.066,0.782
5974,MMR,National Unity Party,Burmese: တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,NUP,NSPP | NUP | NUP/English | National Unity Party,2010,-2.05,1.0,0.478,0.577
5975,MMR,Shan Nationalities Democratic Party,Burmese: ရှမ်းတိုင်းရင်းသားများ ဒီမိုကရက်တစ် ပါတီ,SNDP,SNDP | SNLD | Shan Nationalities Democratic Party,2010,1.093,4.0,0.209,0.44
3104,MNE,Socialist People’s Party of Montenegro,,SNP-CG,NA | NS | People's Socialist Party of Montenegro | SNP | SNP CG | SNP-CG | SNPCG | Socialist People's | Socialist People's Party | Socialist People's Party of Montenegro | Socialist People’s Party of Montenegro | Socijalisticka narodna partija Crne Gore | Socijalistièka narodna partija | Socijalistička Narodna Partija Crne Gore | Socijalistička narodna partija | Socijalistička narodna partija (SNP) | Socijalistička narodna partija Crne Gore | СНПЦГ,2016,-1.346,2.0,0.305,0.672
3162,MNE,Democratic Party of Socialists of Montenegro,Serbo-Croatian: Демократска партија социјалиста Црне Горе,DPS,DPS | DPS - Milo Đukanović | DPS CG | DPSC | Democratic Party of Socialists | Democratic Party of Socialists of Montenegro | Demokratska Partija Socijalista Crne Gore | Demokratska partija socijalista | Demokratska partija socijalista (DPS) | Demokratska partija socijalista Crne Gore | NA | PSC | PSCG | Partija Socijalista Crne Gore | Socialist Party of Montenegro | ДПСЧ | Демократска партија социјалиста,2016,0.366,3.0,0.674,0.088
3164,MNE,Liberal Alliance of Montenegro,Montenegrin: Либерални Савез Црне Горе - ЛСЦГ,LSCG,LSCG | Liberal Alliance of Montenegro | Liberalni Savez Crne Gore | Liberalni savez Crne Gore | NA,2002,-0.509,2.0,0.123,0.309
